unvocalized,vocalized,root,normalized,jamid,musytaq
استدرك,اِسْتَدْرَكَ,درك,استدرك,0,1
انتهز,اِنْتَهَزَ,نهز,انتهز,0,1
استثقل,اِسْتَثْقَلَ,ثقل,استثقل,0,1
انهبط,اِنْهَبَطَ,هبط,انهبط,0,1
اندلس,اِنْدَلَسَ,دلس,اندلس,0,1
انصرع,اِنْصَرَعَ,صرع,انصرع,0,1
استرجع,اِسْتَرْجَعَ,رجع,استرجع,0,1
اندمج,اِنْدَمَجَ,دمج,اندمج,0,1
انصرم,اِنْصَرَمَ,صرم,انصرم,0,1
اختزل,اِخْتَزَلَ,خزل,اختزل,0,1
اقتبس,اِقْتَبَسَ,قبس,اقتبس,0,1
انهشم,اِنْهَشَمَ,هشم,انهشم,0,1
اندفن,اِنْدَفَنَ,دفن,اندفن,0,1
اصطخب,اِصْطَخَبَ,صخب,اصطخب,0,1
استدبر,اِسْتَدْبَرَ,دبر,استدبر,0,1
انسفك,اِنْسَفَكَ,سفك,انسفك,0,1
استلب,اِسْتَلَبَ,سلب,استلب,0,1
انصرف,اِنْصَرَفَ,صرف,انصرف,0,1
اندبغ,اِنْدَبَغَ,دبغ,اندبغ,0,1
انشعب,اِنْشَعَبَ,شعب,انشعب,0,1
احتجب,اِحْتَجَبَ,حجب,احتجب,0,1
انشمر,اِنْشَمَرَ,شمر,انشمر,0,1
انحدر,اِنْحَدَرَ,حدر,انحدر,0,1
اجتذب,اِجْتَذَبَ,جذب,اجتذب,0,1
اضطرم,اِضْطَرَمَ,ضرم,اضطرم,0,1
اذكر,اِذَّكَرَ,ذكر,اذكر,0,1
ادخر,اِدَّخَرَ,دخر,ادخر,0,1
استنعش,اِسْتَنْعَشَ,نعش,استنعش,0,1
انتجف,اِنْتَجَفَ,نجف,انتجف,0,1
انهلك,اِنْهَلَكَ,هلك,انهلك,0,1
افتقر,اِفْتَقَرَ,فقر,افتقر,0,1
ارتجل,اِرْتَجَلَ,رجل,ارتجل,0,1
استعلم,اِسْتَعْلَمَ,علم,استعلم,0,1
اندرج,اِنْدَرَجَ,درج,اندرج,0,1
اندفع,اِنْدَفَعَ,دفع,اندفع,0,1
اجترف,اِجْتَرَفَ,جرف,اجترف,0,1
اعتذر,اِعْتَذَرَ,عذر,اعتذر,0,1
امتهن,اِمْتَهَنَ,مهن,امتهن,0,1
استعطف,اِسْتَعْطَفَ,عطف,استعطف,0,1
امحق,اِمَّحَقَ,محق,امحق,0,1
انعقد,اِنْعَقَدَ,عقد,انعقد,0,1
استنزف,اِسْتَنْزَفَ,نزف,استنزف,0,1
اتسق,اِتَّسَقَ,وسق,اتسق,0,1
استطرب,اِسْتَطْرَبَ,طرب,استطرب,0,1
انتفخ,اِنْتَفَخَ,نفخ,انتفخ,0,1
انفتح,اِنْفَتَحَ,فتح,انفتح,0,1
استولد,اِسْتَوْلَدَ,ولد,استولد,0,1
استفسر,اِسْتَفْسَرَ,فسر,استفسر,0,1
انضفر,اِنْضَفَرَ,ضفر,انضفر,0,1
انقشع,اِنْقَشَعَ,قشع,انقشع,0,1
انتهب,اِنْتَهَبَ,نهب,انتهب,0,1
انبجس,اِنْبَجَسَ,بجس,انبجس,0,1
اكتنس,اِكْتَنَسَ,كنس,اكتنس,0,1
استملح,اِسْتَمْلَحَ,ملح,استملح,0,1
التحق,اِلْتَحَقَ,لحق,التحق,0,1
اغترب,اِغْتَرَبَ,غرب,اغترب,0,1
استنفر,اِسْتَنْفَرَ,نفر,استنفر,0,1
استودع,اِسْتَوْدَعَ,ودع,استودع,0,1
استحضر,اِسْتَحْضَرَ,حضر,استحضر,0,1
انتقم,اِنْتَقَمَ,نقم,انتقم,0,1
احتكم,اِحْتَكَمَ,حكم,احتكم,0,1
استطرف,اِسْتَطْرَفَ,طرف,استطرف,0,1
انطبخ,اِنْطَبَخَ,طبخ,انطبخ,0,1
اختلق,اِخْتَلَقَ,خلق,اختلق,0,1
اصطفق,اِصْطَفَقَ,صفق,اصطفق,0,1
استطلق,اِسْتَطْلَقَ,طلق,استطلق,0,1
انبلج,اِنْبَلَجَ,بلج,انبلج,0,1
اكتهل,اِكْتَهَلَ,كهل,اكتهل,0,1
اقترف,اِقْتَرَفَ,قرف,اقترف,0,1
استوصف,اِسْتَوْصَفَ,وصف,استوصف,0,1
اصطلح,اِصْطَلَحَ,صلح,اصطلح,0,1
استرزق,اِسْتَرْزَقَ,رزق,استرزق,0,1
انتزع,اِنْتَزَعَ,نزع,انتزع,0,1
ارتشف,اِرْتَشَفَ,رشف,ارتشف,0,1
ارتصف,اِرْتَصَفَ,رصف,ارتصف,0,1
استرخص,اِسْتَرْخَصَ,رخص,استرخص,0,1
ارتعد,اِرْتَعَدَ,رعد,ارتعد,0,1
استبعد,اِسْتَبْعَدَ,بعد,استبعد,0,1
ارتكب,اِرْتَكَبَ,ركب,ارتكب,0,1
ارتكز,اِرْتَكَزَ,ركز,ارتكز,0,1
انهمز,اِنْهَمَزَ,همز,انهمز,0,1
انطبع,اِنْطَبَعَ,طبع,انطبع,0,1
انصرح,اِنْصَرَحَ,صرح,انصرح,0,1
انزلق,اِنْزَلَقَ,زلق,انزلق,0,1
ازدحم,اِزْدَحَمَ,زحم,ازدحم,0,1
اقتطع,اِقْتَطَعَ,قطع,اقتطع,0,1
انزعج,اِنْزَعَجَ,زعج,انزعج,0,1
ازدهر,اِزْدَهَرَ,زهر,ازدهر,0,1
انكتم,اِنْكَتَمَ,كتم,انكتم,0,1
انسبك,اِنْسَبَكَ,سبك,انسبك,0,1
انفضح,اِنْفَضَحَ,فضح,انفضح,0,1
اشتمل,اِشْتَمَلَ,شمل,اشتمل,0,1
انسرح,اِنْسَرَحَ,سرح,انسرح,0,1
احتفل,اِحْتَفَلَ,حفل,احتفل,0,1
انبعث,اِنْبَعَثَ,بعث,انبعث,0,1
انقعر,اِنْقَعَرَ,قعر,انقعر,0,1
امتنع,اِمْتَنَعَ,منع,امتنع,0,1
استحمل,اِسْتَحْمَلَ,حمل,استحمل,0,1
امتشق,اِمْتَشَقَ,مشق,امتشق,0,1
انشدخ,اِنْشَدَخَ,شدخ,انشدخ,0,1
انعفر,اِنْعَفَرَ,عفر,انعفر,0,1
انفلق,اِنْفَلَقَ,فلق,انفلق,0,1
اعترك,اِعْتَرَكَ,عرك,اعترك,0,1
استند,اِسْتَنَدَ,سند,استند,0,1
انقلب,اِنْقَلَبَ,قلب,انقلب,0,1
ارتفع,اِرْتَفَعَ,رفع,ارتفع,0,1
انصدع,اِنْصَدَعَ,صدع,انصدع,0,1
انغلق,اِنْغَلَقَ,غلق,انغلق,0,1
اشتعل,اِشْتَعَلَ,شعل,اشتعل,0,1
احتسب,اِحْتَسَبَ,حسب,احتسب,0,1
اعتصر,اِعْتَصَرَ,عصر,اعتصر,0,1
استلف,اِسْتَلَفَ,سلف,استلف,0,1
انخفض,اِنْخَفَضَ,خفض,انخفض,0,1
استطعم,اِسْتَطْعَمَ,طعم,استطعم,0,1
انعرج,اِنْعَرَجَ,عرج,انعرج,0,1
استعظم,اِسْتَعْظَمَ,عظم,استعظم,0,1
انتهس,اِنْتَهَسَ,نهس,انتهس,0,1
ابتعد,اِبْتَعَدَ,بعد,ابتعد,0,1
انعطف,اِنْعَطَفَ,عطف,انعطف,0,1
اطرد,اِطَّرَدَ,طرد,اطرد,0,1
استطرد,اِسْتَطْرَدَ,طرد,استطرد,0,1
استطلع,اِسْتَطْلَعَ,طلع,استطلع,0,1
استفتح,اِسْتَفْتَحَ,فتح,استفتح,0,1
انعفق,اِنْعَفَقَ,عفق,انعفق,0,1
استغرق,اِسْتَغْرَقَ,غرق,استغرق,0,1
انطبق,اِنْطَبَقَ,طبق,انطبق,0,1
استظرف,اِسْتَظْرَفَ,ظرف,استظرف,0,1
انظلم,اِنْظَلَمَ,ظلم,انظلم,0,1
استشرف,اِسْتَشْرَفَ,شرف,استشرف,0,1
اهتلك,اِهْتَلَكَ,هلك,اهتلك,0,1
انغمس,اِنْغَمَسَ,غمس,انغمس,0,1
التحف,اِلْتَحَفَ,لحف,التحف,0,1
انغرس,اِنْغَرَسَ,غرس,انغرس,0,1
امتخض,اِمْتَخَضَ,مخض,امتخض,0,1
استغلق,اِسْتَغْلَقَ,غلق,استغلق,0,1
انعدم,اِنْعَدَمَ,عدم,انعدم,0,1
استعذب,اِسْتَعْذَبَ,عذب,استعذب,0,1
ارتكس,اِرْتَكَسَ,ركس,ارتكس,0,1
انعجم,اِنْعَجَمَ,عجم,انعجم,0,1
استجلب,اِسْتَجْلَبَ,جلب,استجلب,0,1
انتقض,اِنْتَقَضَ,نقض,انتقض,0,1
انعدل,اِنْعَدَلَ,عدل,انعدل,0,1
افترق,اِفْتَرَقَ,فرق,افترق,0,1
انضمر,اِنْضَمَرَ,ضمر,انضمر,0,1
انفتل,اِنْفَتَلَ,فتل,انفتل,0,1
انطلق,اِنْطَلَقَ,طلق,انطلق,0,1
ارتكض,اِرْتَكَضَ,ركض,ارتكض,0,1
اعترش,اِعْتَرَشَ,عرش,اعترش,0,1
انعكس,اِنْعَكَسَ,عكس,انعكس,0,1
استفحل,اِسْتَفْحَلَ,فحل,استفحل,0,1
استوقد,اِسْتَوْقَدَ,وقد,استوقد,0,1
ارتحل,اِرْتَحَلَ,رحل,ارتحل,0,1
افتكر,اِفْتَكَرَ,فكر,افتكر,0,1
افتتن,اِفْتَتَنَ,فتن,افتتن,0,1
اقتسم,اِقْتَسَمَ,قسم,اقتسم,0,1
احترف,اِحْتَرَفَ,حرف,احترف,0,1
اصطدم,اِصْطَدَمَ,صدم,اصطدم,0,1
افترض,اِفْتَرَضَ,فرض,افترض,0,1
انضبط,اِنْضَبَطَ,ضبط,انضبط,0,1
انتحب,اِنْتَحَبَ,نحب,انتحب,0,1
اعشوشب,اِعْشَوْشَبَ,عشب,اعشوشب,0,1
انثقب,اِنْثَقَبَ,ثقب,انثقب,0,1
اعترف,اِعْتَرَفَ,عرف,اعترف,0,1
ارتطم,اِرْتَطَمَ,رطم,ارتطم,0,1
استضعف,اِسْتَضْعَفَ,ضعف,استضعف,0,1
انفرق,اِنْفَرَقَ,فرق,انفرق,0,1
انبثق,اِنْبَثَقَ,بثق,انبثق,0,1
استصرخ,اِسْتَصْرَخَ,صرخ,استصرخ,0,1
انضمخ,اِنْضَمَخَ,ضمخ,انضمخ,0,1
اتحد,اِتَّحَدَ,أحد،وحد,اتحد,0,1
انتكس,اِنْتَكَسَ,نكس,انتكس,0,1
استبسل,اِسْتَبْسَلَ,بسل,استبسل,0,1
اعتزل,اِعْتَزَلَ,عزل,اعتزل,0,1
استغفر,اِسْتَغْفَرَ,غفر,استغفر,0,1
احتشد,اِحْتَشَدَ,حشد,احتشد,0,1
انفرج,اِنْفَرَجَ,فرج,انفرج,0,1
احتدم,اِحْتَدَمَ,حدم,احتدم,0,1
انعصب,اِنْعَصَبَ,عصب,انعصب,0,1
افتخر,اِفْتَخَرَ,فخر,افتخر,0,1
اطهر,اِطَّهَرَ,طهر,اطهر,0,1
اعتبط,اِعْتَبَطَ,عبط,اعتبط,0,1
استظهر,اِسْتَظْهَرَ,ظهر,استظهر,0,1
اعتبر,اِعْتَبَرَ,عبر,اعتبر,0,1
احتضر,اِحْتَضَرَ,حضر,احتضر,0,1
ارتعش,اِرْتَعَشَ,رعش,ارتعش,0,1
اغتنم,اِغْتَنَمَ,غنم,اغتنم,0,1
التفت,اِلْتَفَتَ,لفت,التفت,0,1
انغضف,اِنْغَضَفَ,غضف,انغضف,0,1
اغتسل,اِغْتَسَلَ,غسل,اغتسل,0,1
انعزل,اِنْعَزَلَ,عزل,انعزل,0,1
انجذم,اِنْجَذَمَ,جذم,انجذم,0,1
اندمل,اِنْدَمَلَ,دمل,اندمل,0,1
استشكل,اِسْتَشْكَلَ,شكل,استشكل,0,1
اندفق,اِنْدَفَقَ,دفق,اندفق,0,1
اعتصب,اِعْتَصَبَ,عصب,اعتصب,0,1
اندلع,اِنْدَلَعَ,دلع,اندلع,0,1
اضطهد,اِضْطَهَدَ,ضهد,اضطهد,0,1
انقبع,اِنْقَبَعَ,قبع,انقبع,0,1
افتتح,اِفْتَتَحَ,فتح,افتتح,0,1
استهدف,اِسْتَهْدَفَ,هدف,استهدف,0,1
استعجب,اِسْتَعْجَبَ,عثو,استعجب,0,1
استجمع,اِسْتَجْمَعَ,جمع,استجمع,0,1
اجترع,اِجْتَرَعَ,جرع,اجترع,0,1
استجوب,اِسْتَجْوَبَ,جوب,استجوب,0,1
اقتحم,اِقْتَحَمَ,قحم,اقتحم,0,1
انجذر,اِنْجَذَرَ,جذر,انجذر,0,1
اجتلب,اِجْتَلَبَ,جلب,اجتلب,0,1
انحبس,اِنْحَبَسَ,حبس,انحبس,0,1
التقم,اِلْتَقَمَ,لقم,التقم,0,1
استروح,اِسْتَرْوَحَ,روح,استروح,0,1
انجرف,اِنْجَرَفَ,جرف,انجرف,0,1
اقتنع,اِقْتَنَعَ,قنع,اقتنع,0,1
اندلف,اِنْدَلَفَ,دلف,اندلف,0,1
استمتع,اِسْتَمْتَعَ,متع,استمتع,0,1
امترس,اِمْتَرَسَ,مرس,امترس,0,1
اكتتف,اِكْتَتَفَ,كتف,اكتتف,0,1
استبشر,اِسْتَبْشَرَ,بشر,استبشر,0,1
اختصم,اِخْتَصَمَ,خصم,اختصم,0,1
احتضن,اِحْتَضَنَ,حضن,احتضن,0,1
استبشع,اِسْتَبْشَعَ,بشع,استبشع,0,1
التهف,اِلْتَهَفَ,لهف,التهف,0,1
اندلق,اِنْدَلَقَ,دلق,اندلق,0,1
امتحن,اِمْتَحَنَ,محن,امتحن,0,1
استلم,اِسْتَلَمَ,سلم,استلم,0,1
اشترك,اِشْتَرَكَ,شرك,اشترك,0,1
انسرب,اِنْسَرَبَ,سرب,انسرب,0,1
استسمح,اِسْتَسْمَحَ,سمح,استسمح,0,1
استسهل,اِسْتَسْهَلَ,سهل,استسهل,0,1
اخضوضر,اِخْضَوْضَرَ,خضر,اخضوضر,0,1
انضرج,اِنْضَرَجَ,ضرج,انضرج,0,1
انستر,اِنْسَتَرَ,ستر,انستر,0,1
اشتبك,اِشْتَبَكَ,شبك,اشتبك,0,1
اشتبه,اِشْتَبَهَ,شبه,اشتبه,0,1
استمع,اِسْتَمَعَ,سمع,استمع,0,1
ابتهج,اِبْتَهَجَ,بهج,ابتهج,0,1
ابتهل,اِبْتَهَلَ,بهل,ابتهل,0,1
اجتنب,اِجْتَنَبَ,جنب,اجتنب,0,1
استخدم,اِسْتَخْدَمَ,خدم,استخدم,0,1
انبهر,اِنْبَهَرَ,بهر,انبهر,0,1
اتجر,اِتَّجَرَ,تجر,اتجر,0,1
ارتبل,اِرْتَبَلَ,ربل,ارتبل,0,1
انضغط,اِنْضَغَطَ,ضغط,انضغط,0,1
اتبع,اِتَّبَعَ,تبع,اتبع,0,1
اتصف,اِتَّصَفَ,وصف,اتصف,0,1
انجرد,اِنْجَرَدَ,جرد,انجرد,0,1
انسدل,اِنْسَدَلَ,سدل,انسدل,0,1
احتشم,اِحْتَشَمَ,حشم,احتشم,0,1
اتجه,اِتَّجَهَ,وجه,اتجه,0,1
احترس,اِحْتَرَسَ,حرس,احترس,0,1
احتجز,اِحْتَجَزَ,حجز,احتجز,0,1
احدودب,اِحْدَوْدَبَ,حدب,احدودب,0,1
اختضب,اِخْتَضَبَ,خضب,اختضب,0,1
اطلع,اِطَّلَعَ,طلع,اطلع,0,1
احتكر,اِحْتَكَرَ,حكر,احتكر,0,1
احترق,اِحْتَرَقَ,حرق,احترق,0,1
اتسع,اِتَّسَعَ,وسع,اتسع,0,1
انغسل,اِنْغَسَلَ,غسل,انغسل,0,1
اكترث,اِكْتَرَثَ,كرث,اكترث,0,1
انفقع,اِنْفَقَعَ,فقع,انفقع,0,1
انفتق,اِنْفَتَقَ,فتق,انفتق,0,1
استحصد,اِسْتَحْصَدَ,حصد,استحصد,0,1
استعمل,اِسْتَعْمَلَ,عمل,استعمل,0,1
احتقر,اِحْتَقَرَ,حقر,احتقر,0,1
احترز,اِحْتَرَزَ,حرز,احترز,0,1
استلطف,اِسْتَلْطَفَ,لطف,استلطف,0,1
استحكم,اِسْتَحْكَمَ,حكم,استحكم,0,1
احتلب,اِحْتَلَبَ,حلب,احتلب,0,1
انمس,اِنَّمَسَ,نمس,انمس,0,1
استخلص,اِسْتَخْلَصَ,خلص,استخلص,0,1
استعمر,اِسْتَعْمَرَ,عمر,استعمر,0,1
انكثب,اِنْكَثَبَ,كثب,انكثب,0,1
احلولك,اِحْلَوْلَكَ,حلك,احلولك,0,1
انحمق,اِنْحَمَقَ,حمق,انحمق,0,1
انتشر,اِنْتَشَرَ,نشر,انتشر,0,1
انبطح,اِنْبَطَحَ,بطح,انبطح,0,1
اختتم,اِخْتَتَمَ,ختم,اختتم,0,1
استبرك,اِسْتَبْرَكَ,برك,استبرك,0,1
انبسط,اِنْبَسَطَ,بسط,انبسط,0,1
اعتنق,اِعْتَنَقَ,عنق,اعتنق,0,1
اختلف,اِخْتَلَفَ,خلف,اختلف,0,1
اشترط,اِشْتَرَطَ,شرط,اشترط,0,1
انخرم,اِنْخَرَمَ,خرم,انخرم,0,1
اختزن,اِخْتَزَنَ,خزن,اختزن,0,1
انخسف,اِنْخَسَفَ,خسف,انخسف,0,1
ارتزق,اِرْتَزَقَ,رزق,ارتزق,0,1
احتمل,اِحْتَمَلَ,حمل,احتمل,0,1
انتحل,اِنْتَحَلَ,نحل,انتحل,0,1
افترس,اِفْتَرَسَ,فرس,افترس,0,1
اختلج,اِخْتَلَجَ,خلج,اختلج,0,1
استشرق,اِسْتَشْرَقَ,شرق,استشرق,0,1
اعتقم,اِعْتَقَمَ,عقم,اعتقم,0,1
انفطر,اِنْفَطَرَ,فطر,انفطر,0,1
انشغل,اِنْشَغَلَ,شغل,انشغل,0,1
أحضر,أَحْضَرَ,حضر,ءحضر,0,1
ازدرد,اِزْدَرَدَ,زرد,ازدرد,0,1
استتبع,اِسْتَتْبَعَ,تبع,استتبع,0,1
انتحس,اِنْتَحَسَ,نحس,انتحس,0,1
استعصم,اِسْتَعْصَمَ,عصم,استعصم,0,1
افتقد,اِفْتَقَدَ,فقد,افتقد,0,1
استصغر,اِسْتَصْغَرَ,صغر,استصغر,0,1
اقترن,اِقْتَرَنَ,قرن,اقترن,0,1
استنصر,اِسْتَنْصَرَ,نصر,استنصر,0,1
انشرح,اِنْشَرَحَ,شرح,انشرح,0,1
استعجم,اِسْتَعْجَمَ,عجم,استعجم,0,1
انتدب,اِنْتَدَبَ,ندب,انتدب,0,1
التكم,اِلْتَكَمَ,لكم,التكم,0,1
اعتجن,اِعْتَجَنَ,عجن,اعتجن,0,1
ارتجف,اِرْتَجَفَ,رجف,ارتجف,0,1
اصطحب,اِصْطَحَبَ,صحب,اصطحب,0,1
استيقن,اِسْتَيْقَنَ,يقن,استيقن,0,1
انثلم,اِنْثَلَمَ,ثلم,انثلم,0,1
التبس,اِلْتَبَسَ,لبس,التبس,0,1
اضطلع,اِضْطَلَعَ,ضلع,اضطلع,0,1
انجزم,اِنْجَزَمَ,جزم,انجزم,0,1
انسحب,اِنْسَحَبَ,سحب,انسحب,0,1
اغتصب,اِغْتَصَبَ,غصب,اغتصب,0,1
استهجن,اِسْتَهْجَنَ,هجن,استهجن,0,1
اعتمر,اِعْتَمَرَ,عمر,اعتمر,0,1
انحسم,اِنْحَسَمَ,حسم,انحسم,0,1
التقف,اِلْتَقَفَ,لقف,التقف,0,1
امتسك,اِمْتَسَكَ,مسك,امتسك,0,1
استنجد,اِسْتَنْجَدَ,نجد,استنجد,0,1
اتزر,اِتَّزَرَ,أزر,اتزر,0,1
استرشد,اِسْتَرْشَدَ,رشد,استرشد,0,1
انحرف,اِنْحَرَفَ,حرف,انحرف,0,1
انصهر,اِنْصَهَرَ,صهر,انصهر,0,1
انزعق,اِنْزَعَقَ,زعق,انزعق,0,1
اخترع,اِخْتَرَعَ,خرع,اخترع,0,1
استعرب,اِسْتَعْرَبَ,عرب,استعرب,0,1
انخرق,اِنْخَرَقَ,خرق,انخرق,0,1
انتهض,اِنْتَهَضَ,نهض,انتهض,0,1
اشتغل,اِشْتَغَلَ,شغل,اشتغل,0,1
اختبز,اِخْتَبَزَ,خبز,اختبز,0,1
استفهم,اِسْتَفْهَمَ,فهم,استفهم,0,1
اعتصم,اِعْتَصَمَ,عصم,اعتصم,0,1
ارتهن,اِرْتَهَنَ,رهن,ارتهن,0,1
ابتسم,اِبْتَسَمَ,بسم,ابتسم,0,1
اجلوذ,اِجْلَوَّذَ,جلذ,اجلوذ,0,1
استنشق,اِسْتَنْشَقَ,نشق,استنشق,0,1
استوعد,اِسْتَوْعَدَ,وعد,استوعد,0,1
استرق,اِسْتَرَقَ,سرق,استرق,0,1
اتعظ,اِتَّعَظَ,وعظ,اتعظ,0,1
انتكص,اِنْتَكَصَ,نكص,انتكص,0,1
انسكب,اِنْسَكَبَ,سكب,انسكب,0,1
اعتقل,اِعْتَقَلَ,عقل,اعتقل,0,1
اتهم,اِتَّهَمَ,وهم,اتهم,0,1
انهدم,اِنْهَدَمَ,هدم,انهدم,0,1
اهرورق,اِهْرَوْرَقَ,هرق,اهرورق,0,1
انتقص,اِنْتَقَصَ,نقص,انتقص,0,1
اختطف,اِخْتَطَفَ,خطف,اختطف,0,1
انتقش,اِنْتَقَشَ,نقش,انتقش,0,1
استصحب,اِسْتَصْحَبَ,صحب,استصحب,0,1
اتكل,اِتَّكَلَ,وكل,اتكل,0,1
اعتدل,اِعْتَدَلَ,عدل,اعتدل,0,1
انخدع,اِنْخَدَعَ,خدع,انخدع,0,1
استيقظ,اِسْتَيْقَظَ,يقظ,استيقظ,0,1
انجبذ,اِنْجَبَذَ,جبذ,انجبذ,0,1
اتفق,اِتَّفَقَ,وفق,اتفق,0,1
انخلع,اِنْخَلَعَ,خلع,انخلع,0,1
انتطح,اِنْتَطَحَ,نطح,انتطح,0,1
انفرد,اِنْفَرَدَ,فرد,انفرد,0,1
استفرد,اِسْتَفْرَدَ,فرد,استفرد,0,1
اقتعد,اِقْتَعَدَ,قعد,اقتعد,0,1
استبهم,اِسْتَبْهَمَ,بهم,استبهم,0,1
انهجم,اِنْهَجَمَ,هجم,انهجم,0,1
اكتحل,اِكْتَحَلَ,كحل,اكتحل,0,1
استلفت,اِسْتَلْفَتَ,لفت,استلفت,0,1
