unvocalized,vocalized,jamid
أفاح,أَفَاحَ,0
أغاض,أَغَاضَ,0
ألاع,أَلَاعَ,0
أسال,أَسَالَ,0
أطاف,أَطَافَ,0
أصاخ,أَصَاخَ,0
أطار,أَطَارَ,0
أراع,أَرَاعَ,0
أغال,أَغَالَ,0
أناف,أَنَافَ,0
أعاق,أَعَاقَ,0
أناط,أَنَاطَ,0
أحال,أَحَالَ,0
أغاظ,أَغَاظَ,0
أهاج,أَهَاجَ,0
أنال,أَنَالَ,0
أناب,أَنَابَ,0
أعاد,أَعَادَ,0
أغاث,أَغَاثَ,0
أطاق,أَطَاقَ,0
أغار,أَغَارَ,0
أزاح,أَزَاحَ,0
أطاب,أَطَابَ,0
أناخ,أَنَاخَ,0
أذاع,أَذَاعَ,0
أغاث,أَغَاثَ,0
أجاب,أَجَابَ,0
أعاذ,أَعَاذَ,0
أعان,أَعَانَ,0
أزال,أَزَالَ,0
أطاح,أَطَاحَ,0
أضاف,أَضَافَ,0
أحاط,أَحَاطَ,0
أباد,أَبَادَ,0
أغار,أَغَارَ,0
أحاق,أَحَاقَ,0
أهان,أَهَانَ,0
أزاغ,أزَاغَ,0
أقال,أَقَالَ,0
أغام,أَغَامَ,0
أمات,أَمَاتَ,1
أفاق,أَفَاقَ,0
ألاح,أَلَاحَ,0
أثاب,أَثَابَ,0
أطاف,أَطَافَ,0
أجاد,أَجَادَ,0
انساب,اِنْسَابَ,0
احتاج,اِحْتَاجَ,0
اصطاف,اِصْطَافَ,0
ازدان,اِزْدَانَ,0
انطار,اِنْطَارَ,0
ارتاح,اِرْتَاحَ,0
اقتات,اِقْتَاتَ,0
ازداد,اِزْدَادَ,0
اختال,اِخْتَالَ,0
اختار,اِخْتَارَ,0
انجال,اِنْجَالَ,0
انصاب,اِنْصَابَ,0
احتال,اِحْتَالَ,0
انصاع,اِنْصَاعَ,0
انهال,اِنْهَالَ,0
انضاف,اِنْضَافَ,0
ارتاع,اِرْتَاعَ,0
انحاز,اِنْحَازَ,0
اهتاج,اِهْتَاجَ,0
انتاب,اِنْتَابَ,0
احتاط,اِحْتَاطَ,0
اغتال,اِغْتَالَ,0
اغتاب,اِغْتَابَ,0
انزاح,اِنْزَاحَ,0
اصطاد,اِصْطَادَ,0
انصات,اِنْصَاتَ,0
ابتاع,اِبْتَاعَ,0
اكتال,اِكْتَالَ,0
انضاج,اِنْضَاجَ,0
انثال,اِنْثَالَ,0
ارتاب,اِرْتَابَ,0
انغاض,اِنْغَاضَ,0
اغتار,اِغْتَارَ,0
انطاد,اِنْطَادَ,0
اغتاظ,اِغْتَاظَ,0
انجاب,اِنْجَابَ,0
انطاع,اِنْطَاعَ,0
اجتاح,اِجْتَاحَ,0
اعتاد,اِعْتَادَ,0
امتاح,اِمْتَاحَ,0
اقتاد,اِقْتَادَ,0
انساق,اِنْسَاقَ,0
اغتال,اِغْتَالَ,0
اغتاب,اِغْتَابَ,0
التاع,اِلْتَاعَ,0
ارتاد,اِرْتَادَ,0
انقاد,اِنْقَادَ,0
امتاز,اِمْتَازَ,0
اجتاز,اِجْتَازَ,0
انهار,اِنْهَارَ,0
انقاض,اِنْقَاضَ,0
انصاح,اِنْصَاحَ,0
انساب,اِنْسَابَ,0
اشتاق,اِشْتَاقَ,0
استفاق,اِسْتَفَاقَ,0
استضاف,اِسْتَضَافَ,0
استفاد,اِسْتَفَادَ,0
استطاب,اِسْتَطَابَ,0
استدان,اِسْتَدَانَ,0
استجار,اِسْتَجَارَ,0
استحال,اِسْتَحَالَ,0
استدار,اِسْتَدَارَ,0
استفاض,اِسْتَفَاضَ,0
استمات,اِسْتَمَاتَ,0
استعاذ,اِسْتَعَاذَ,0
استباح,اِسْتَبَاحَ,0
استزاد,اِسْتَزَادَ,0
استنار,اِسْتَنَارَ,0
استشاط,اِسْتَشَاطَ,0
استبان,اِسْتَبَانَ,0
استطار,اِسْتَطَارَ,0
استساغ,اِسْتَسَاغَ,0
استدام,اِسْتَدَامَ,0
استعاد,اِسْتَعَادَ,0
استعار,اِسْتَعَارَ,0
استطال,اِسْتَطَالَ,0
استقال,اِسْتَقَالَ,0
استعان,اِسْتَعَانَ,0
استجاب,اِسْتَجَابَ,0
استشار,اِسْتَشَارَ,0
استعاض,اِسْتَعَاضَ,0
استقام,اِسْتَقَامَ,0
استغاث,اِسْتَغَاثَ,0
استكان,اِسْتَكَانَ,0
استراح,اِسْتَرَاحَ,0
استهان,اِسْتَهَانَ,0
استطاع,اِسْتَطَاعَ,0
استمال,اِسْتَمَالَ,0
قاظ,قَاظَ,0
غام,غَامَ,0
طار,طَارَ,1
كاد,كَادَ,0
زاح,زَاحَ,0
تاه,تَاهَ,0
ناب,نَابَ,0
زار,زَارَ,0
دان,دَانَ,0
باع,بَاعَ,1
عان,عَانَ,0
هاد,هَادَ,0
ذاع,ذَاعَ,0
فاش,فَاشَ,0
ضار,ضَارَ,0
دان,دَانَ,0
جاش,جَاشَ,0
حان,حَانَ,0
عان,عَانَ,0
قال,قَالَ,0
خار,خَارَ,0
صاح,صَاحَ,0
باد,بَادَ,0
خار,خَارَ,0
بات,بَاتَ,0
نال,نَالَ,0
راب,رَابَ,0
ساع,سَاعَ,0
ماح,مَاحَ,0
داث,دَاثَ,0
شاخ,شَاخَ,0
ساح,سَاحَ,0
حاف,حَافَ,0
ذام,ذَامَ,0
عاث,عَاثَ,0
سار,سَارَ,0
ساح,سَاحَ,0
كال,كَالَ,0
قان,قَانَ,0
شاد,شَادَ,0
جاب,جَابَ,0
ماط,مَاطَ,0
هام,هَامَ,0
حاق,حَاقَ,0
ضاع,ضَاعَ,0
شال,شَالَ,1
خات,خَاتَ,0
خاب,خَابَ,0
ناط,نَاطَ,0
صاع,صَاعَ,1
صاف,صَافَ,0
باض,بَاضَ,0
ضاف,ضَافَ,0
ساغ,سَاغَ,0
عاق,عَاقَ,0
مال,مَالَ,1
قاع,قَاعَ,1
راق,رَاقَ,0
راع,رَاعَ,0
زاخ,زَاخَ,0
شاب,شَابَ,0
راش,رَاشَ,0
زاغ,زَاغَ,1
لاغ,لَاغَ,0
فاض,فَاضَ,0
ران,رَانَ,0
ناع,نَاعَ,0
لاف,لَافَ,0
قاص,قَاصَ,0
عاف,عَافَ,0
هاف,هَافَ,0
قاض,قَاضَ,0
حاد,حَادَ,1
ضاق,ضَاقَ,0
مال,مَالَ,1
بان,بَانَ,0
غاب,غَابَ,1
عاش,عَاشَ,0
غار,غَارَ,1
زاد,زَادَ,1
غال,غَالَ,0
طاش,طَاشَ,0
عاب,عَابَ,0
بات,بَاتَ,0
فاح,فَاحَ,0
طان,طَانَ,0
حاض,حَاضَ,0
هال,هَالَ,1
زاف,زَافَ,0
طاف,طَافَ,0
شاط,شَاطَ,0
كال,كَالَ,0
شاح,شَاحَ,0
غاظ,غَاظَ,0
هاب,هَابَ,0
قاق,قَاقَ,1
هاج,هَاجَ,0
عال,عَالَ,0
شاع,شَاعَ,0
راث,رَاثَ,0
فال,فَالَ,0
داص,دَاصَ,0
قاس,قَاسَ,0
كاس,كَاسَ,0
هاث,هَاثَ,0
دان,دَانَ,0
ماد,مَادَ,0
هاض,هَاضَ,0
نار,نَارَ,1
زان,زَانَ,0
بان,بَانَ,0
فاض,فَاضَ,0
شان,شَانَ,0
لان,لَانَ,0
ماه,مَاهَ,0
رام,رَامَ,0
لاه,لَاهَ,0
خاط,خَاطَ,0
قاح,قَاحَ,0
سال,سَالَ,0
كاف,كَافَ,0
ماع,مَاعَ,0
لات,لَاتَ,1
هاص,هَاصَ,0
صاد,صَادَ,0
غاض,غَاضَ,0
غاث,غَاثَ,0
ماس,مَاسَ,0
ضام,ضَامَ,0
طاب,طَابَ,0
لاق,لَاقَ,0
هاط,هَاطَ,0
نال,نَالَ,0
فاح,فَاحَ,0
صار,صَارَ,0
دلا,دَلَا,0
نصا,نَصَا,0
زجا,زَجَا,0
طفا,طَفَا,0
خطا,خَطَا,0
رصا,رَصَا,0
شجا,شَجَا,0
رفا,رَفَا,0
دجا,دَجَا,0
خنا,خَنَا,0
غضا,غَضَا,0
هبا,هَبَا,0
ذكا,ذَكَا,0
رها,رَهَا,0
قفا,قَفَا,0
تلا,تَلَا,0
صغا,صَغَا,0
عطا,عَطَا,0
هجا,هَجَا,0
تلا,تَلَا,0
شكا,شَكَا,0
جفا,جَفَا,0
لقا,لَقَا,0
دسا,دَسَا,0
خلا,خَلَا,0
دنا,دَنَا,0
صفا,صَفَا,0
كبا,كَبَا,0
قبا,قَبَا,0
نجا,نَجَا,0
ذرا,ذَرَا,0
نحا,نَحَا,0
عدا,عَدَا,0
سلا,سَلَا,0
سها,سَهَا,1
سخا,سَخَا,0
بلا,بَلَا,0
عتا,عَتَا,0
عثا,عَثَا,0
شذا,شَذَا,0
صبا,صَبَا,0
صحا,صَحَا,0
كسا,كَسَا,0
ضحا,ضَحَا,0
قصا,قَصَا,0
قسا,قَسَا,0
حقا,حَقَا,0
زها,زَهَا,0
زجا,زَجَا,0
رسا,رَسَا,0
حلا,حَلَا,0
شدا,شَدَا,0
طبا,طَبَا,0
رثا,رَثَا,0
عدا,عَدَا,0
طلا,طَلَا,0
طما,طَمَا,0
ضنا,ضَنَا,0
غلا,غَلَا,0
طغا,طَغَا,0
نتا,نَتَا,0
فشا,فَشَا,0
سرا,سَرَا,0
شتا,شَتَا,0
ذها,ذَهَا,0
رضا,رَضَا,0
رعا,رَعَا,0
رتا,رَتَا,0
رحا,رَحَا,0
رخا,رَخَا,0
حبا,حَبَا,0
ربا,رَبَا,1
رشا,رَشَا,0
حنا,حَنَا,0
لخا,لَخَا,0
ثرا,ثَرَا,0
ثغا,ثَغَا,0
خزا,خَزَا,0
كرا,كَرَا,0
حثا,حَثَا,0
حنا,حَنَا,0
حسا,حَسَا,0
حشا,حَشَا,0
غرا,غَرَا,0
بها,بَهَا,0
لها,لَهَا,0
عصا,عَصَا,1
حرا,حَرَا,0
فضا,فَضَا,0
نجا,نَجَا,0
حبا,حَبَا,0
بدا,بَدَا,0
دعا,دَعَا,0
ندا,نَدَا,0
طها,طَهَا,0
رسا,رَسَا,0
سنا,سَنَا,0
مها,مَهَا,0
ركا,رَكَا,0
محا,مَحَا,0
غذا,غَذَا,0
مها,مَهَا,0
لحا,لَحَا,0
عزا,عَزَا,0
لها,لَهَا,0
نجا,نَجَا,0
قتا,قَتَا,0
سطا,سَطَا,0
معا,مَعَا,0
مكا,مَكَا,1
طلا,طَلَا,0
غزا,غَزَا,0
خلا,خَلَا,0
سما,سَمَا,0
فسا,فَسَا,0
غشا,غَشَا,0
هفا,هَفَا,0
فقا,فَقَا,0
دفا,دَفَا,0
حدا,حَدَا,0
نضا,نَضَا,0
فها,فَهَا,0
غدا,غَدَا,0
قلا,قَلَا,0
عدا,عَدَا,0
زها,زَهَا,0
سرا,سَرَا,0
نبا,نَبَا,0
قنا,قَنَا,0
نزا,نَزَا,0
شها,شَهَا,0
عبا,عَبَا,0
قثا,قَثَا,0
غسا,غَسَا,0
نقا,نَقَا,0
رغا,رَغَا,0
غزا,غَزَا,0
غدا,غَدَا,0
ذكا,ذَكَا,0
عنا,عَنَا,0
رنا,رَنَا,0
حجا,حَجَا,0
قرا,قَرَا,0
نثا,نَثَا,0
شفا,شَفَا,0
زقا,زَقَا,0
خنا,خَنَا,0
جلا,جَلَا,0
رخا,رَخَا,0
مطا,مَطَا,0
رغا,رَغَا,0
عشا,عَشَا,0
نجا,نَجَا,0
خبا,خَبَا,0
هفا,هَفَا,0
نما,نَمَا,0
دحا,دَحَا,0
علا,عَلَا,0
زكا,زَكَا,0
حدا,حَدَا,0
سما,سَمَا,0
حذا,حَذَا,0
قحا,قَحَا,0
دها,دَهَا,0
عشا,عَشَا,0
رجا,رَجَا,0
عفا,عَفَا,0
غثا,غَثَا,0
غطا,غَطَا,0
عنا,عَنَا,0
غلا,غَلَا,0
عظا,عَظَا,0
عرا,عَرَا,0
غفا,غَفَا,0
ضفا,ضَفَا,0
ضغا,ضَغَا,0
فتا,فَتَا,0
فضا,فَضَا,0
بغا,بَغَا,0
غثا,غَثَا,0
حذا,حَذَا,0
كدا,كَدَا,0
قطا,قَطَا,0
لغا,لَغَا,0
سحا,سَحَا,0
سجا,سَجَا,0
شهو,شَهُوَ,0
ذكو,ذَكُوَ,0
سخو,سَخُوَ,0
سرو,سَرُوَ,1
رخو,رَخُوَ,0
طرو,طَرُوَ,0
نهو,نَهُوَ,0
هجو,هَجُوَ,0
فتو,فَتُوَ,0
حلو,حَلُوَ,0
سهو,سَهُوَ,0
رخو,رَخُوَ,0
ضحى,ضَحَّى,1
صلى,صَلَّى,0
دمى,دَمَّى,0
عدى,عَدَّى,1
سقى,سَقَّى,0
فلى,فَلَّى,0
رخى,رَخَّى,0
نقى,نَقَّى,0
مشى,مَشَّى,0
فدى,فَدَّى,0
جبى,جَبَّى,0
عمى,عَمَّى,0
قفى,قَفَّى,0
غشى,غَشَّى,0
صوى,صَوَّى,1
سرى,سَرَّى,1
سمى,سَمَّى,0
شوى,شَوَّى,1
خطى,خَطَّى,1
ذرى,ذَرَّى,1
على,عَلَّى,0
دهى,دَهَّى,0
مسى,مَسَّى,0
ورى,وَرَّى,1
عفى,عَفَّى,0
عرى,عَرَّى,1
تلى,تَلَّى,0
حوى,حَوَّى,0
بقى,بَقَّى,0
زجى,زَجَّى,0
لقى,لَقَّى,0
جلى,جَلَّى,0
زكى,زَكَّى,0
منى,مَنَّى,1
غطى,غَطَّى,0
ذكى,ذَكَّى,0
غرى,غَرَّى,0
خلى,خَلَّى,0
رعى,رَعَّى,0
رجى,رَجَّى,0
صدى,صَدَّى,1
دسى,دَسَّى,0
حسى,حَسَّى,0
رنى,رَنَّى,0
خفى,خَفَّى,0
حلى,حَلَّى,1
رضى,رَضَّى,0
غزى,غَزَّى,0
سدى,سَدَّى,1
غنى,غَنَّى,0
غدى,غَدَّى,0
زنى,زَنَّى,0
شرى,شَرَّى,1
خوى,خَوَّى,0
عوى,عَوَّى,0
زهى,زَهَّى,0
مضى,مَضَّى,0
وعى,وَعَّى,1
طلى,طَلَّى,0
عزى,عَزَّى,0
حنى,حَنَّى,0
نسى,نَسَّى,0
شهى,شَهَّى,0
نوى,نَوَّى,0
زبى,زَبَّى,1
عنى,عَنَّى,0
فصى,فَصَّى,0
عبى,عَبَّى,0
وقى,وَقَّى,0
غلى,غَلَّى,0
جرى,جَرَّى,0
سوى,سَوَّى,0
كوى,كَوَّى,1
نجى,نَجَّى,0
دوى,دَوَّى,0
قسى,قَسَّى,0
خشى,خَشَّى,0
حشى,حَشَّى,0
عطى,عَطَّى,0
وشى,وَشَّى,0
ربى,رَبَّى,1
هدى,هَدَّى,0
صفى,صَفَّى,0
فرى,فَرَّى,1
وخى,وَخَّى,1
نضى,نَضَّى,0
نمى,نَمَّى,0
قذى,قَذَّى,0
شتى,شَتَّى,0
قوى,قَوَّى,0
ولى,وَلَّى,0
ثنى,ثَنَّى,0
نهى,نَهَّى,1
هجى,هَجَّى,0
ندى,نَدَّى,0
سلى,سَلَّى,1
غذى,غَذَّى,0
شظى,شَظَّى,0
قضى,قَضَّى,0
كنى,كَنَّى,1
وصى,وَصَّى,0
لظى,لَظَّى,0
رقى,رَقَّى,1
روى,رَوَّى,0
ونى,وَنَّى,0
صلى,صَلَّى,0
دلى,دَلَّى,1
دنى,دَنَّى,1
سجى,سَجَّى,0
ردى,رَدَّى,1
لوى,لَوَّى,0
لبى,لَبَّى,0
وفى,وَفَّى,0
سهى,سَهَّى,0
لهى,لَهَّى,0
رغى,رَغَّى,1
كبى,كَبَّى,0
قبى,قَبَّى,0
عشى,عَشَّى,0
نحى,نَحَّى,0
شارى,شَارَى,0
شاكى,شَاكَى,0
راعى,رَاعَى,0
حاذى,حَاذَى,0
سارى,سَارَى,0
عاصى,عَاصَى,0
داوى,دَاوَى,0
كارى,كَارَى,0
قاضى,قَاضَى,0
راضى,رَاضَى,0
حاشى,حَاشَى,0
حابى,حَابَى,0
وافى,وَافَى,0
باهى,بَاهَى,0
حاكى,حَاكَى,0
نادى,نَادَى,0
بادى,بَادَى,0
شاقى,شَاقَى,0
ضاهى,ضَاهَى,0
عالى,عَالَى,0
نافى,نَافَى,0
ناغى,نَاغَى,0
جازى,جَازَى,0
داجى,دَاجَى,0
عاوى,عَاوَى,0
عادى,عَادَى,0
ساقى,سَاقَى,0
صادى,صَادَى,0
وازى,وَازَى,0
قانى,قَانَى,0
قاسى,قَاسَى,0
عانى,عَانَى,0
جانى,جَانَى,0
لاغى,لَاغَى,0
داعى,دَاعَى,0
دارى,دَارَى,0
داهى,دَاهَى,0
حافى,حَافَى,0
جاثى,جَاثَى,0
فادى,فَادَى,0
راشى,رَاشَى,0
ساهى,سَاهَى,0
حاجى,حَاجَى,0
ساعى,سَاعَى,0
ناجى,نَاجَى,0
راخى,رَاخَى,0
مارى,مَارَى,0
ماشى,مَاشَى,0
ساوى,سَاوَى,0
والى,وَالَى,0
لاحى,لَاحَى,0
صافى,صَافَى,0
غارى,غَارَى,0
لاشى,لَاشَى,0
رابى,رَابَى,0
سامى,سَامَى,0
حامى,حَامَى,0
عافى,عَافَى,0
وارى,وَارَى,0
جارى,جَارَى,0
رامى,رَامَى,0
واسى,وَاسَى,0
هادى,هَادَى,0
لاقى,لَاقَى,0
هاجى,هَاجَى,0
بارى,بَارَى,0
بالى,بَالَى,0
جافى,جَافَى,0
دانى,دَانَى,0
أحصى,أَحْصَى,0
أصحى,أَصْحَى,0
أخلى,أَخْلَى,0
أسقى,أَسْقَى,0
أعطى,أَعْطَى,0
أقوى,أَقْوَى,0
أونى,أَوْنَى,0
أنسى,أَنْسَى,0
أذكى,أَذْكَى,0
أدرى,أَدْرَى,0
أنقى,أَنْقَى,0
أعشى,أَعْشَى,0
أطرى,أَطْرَى,0
أضفى,أَضْفَى,0
أبغى,أَبْغَى,0
أثرى,أَثْرَى,0
أزرى,أَزْرَى,0
أحظى,أَحْظَى,0
أخزى,أَخْزَى,0
أشجى,أَشْجَى,0
أخبى,أَخْبَى,0
أفشى,أَفْشَى,0
أحنى,أَحْنَى,0
أبهى,أَبْهَى,0
أخنى,أَخْنَى,0
أضنى,أَضْنَى,0
أطغى,أَطْغَى,0
أبقى,أَبْقَى,0
أسرى,أَسْرَى,0
أعلى,أَعْلَى,0
أحلى,أَحْلَى,0
أحمى,أَحْمَى,0
أوشى,أَوْشَى,0
ألقى,أَلْقَى,0
أضحى,أَضْحَى,0
أزكى,أَزْكَى,0
أجزى,أَجْزَى,0
أصغى,أَصْغَى,0
أخفى,أَخْفَى,0
أغلى,أَغْلَى,0
أرضى,أَرْضَى,0
أولى,أَوْلَى,0
أفتى,أَفْتَى,0
أشفى,أَشْفَى,0
أدلى,أَدْلَى,0
أمهى,أَمْهَى,0
أغلى,أَغْلَى,0
ألهى,أَلْهَى,0
أنجى,أَنْجَى,0
أدجى,أَدْجَى,1
أكرى,أَكْرَى,0
أفضى,أَفْضَى,0
أرسى,أَرْسَى,0
أردى,أَرْدَى,0
أرشى,أَرْشَى,1
أرمى,أَرْمَى,0
أشهى,أَشْهَى,0
أشقى,أَشْقَى,0
أقعى,أَقْعَى,0
أزهى,أَزْهَى,0
ألوى,أَلْوَى,0
أزنى,أَزْنَى,0
أملى,أَمْلَى,0
أنمى,أَنْمَى,0
أصلى,أَصْلَى,0
أودى,أَوْدَى,0
أروى,أَرْوَى,0
أربى,أَرْبَى,0
أبدى,أَبْدَى,0
أوهى,أَوْهَى,0
أغضى,أَغْضَى,0
أنضى,أَنْضَى,0
أغوى,أَغْوَى,0
أجلى,أَجْلَى,0
أغشى,أَغْشَى,0
أدنى,أَدْنَى,0
أقذى,أَقْذَى,0
أغرى,أَغْرَى,0
أنهى,أَنْهَى,0
أهوى,أَهْوَى,0
أوعى,أَوْعَى,0
أسجى,أَسْجَى,0
ألحى,أَلْحَى,0
أرعى,أَرْعَى,0
أسدى,أَسْدَى,0
أوفى,أَوْفَى,0
أورى,أَوْرَى,0
أقصى,أَقْصَى,0
أكدى,أَكْدَى,0
أمسى,أَمْسَى,0
أقفى,أَقْفَى,0
أجرى,أَجْرَى,0
أمضى,أَمْضَى,0
أفدى,أَفْدَى,0
أكسى,أَكْسَى,0
أدمى,أَدْمَى,0
أعمى,أَعْمَى,0
أسخى,أَسْخَى,0
أقسى,أَقْسَى,0
أمشى,أَمْشَى,0
أسمى,أَسْمَى,0
أبلى,أَبْلَى,0
أمطى,أَمْطَى,0
أغفى,أَغْفَى,0
أبكى,أَبْكَى,0
أوصى,أَوْصَى,0
أهدى,أَهْدَى,0
أغنى,أَغْنَى,0
أصفى,أَصْفَى,0
أنحى,أَنْحَى,0
أجدى,أَجْدَى,0
أثنى,أَثْنَى,0
ألفى,أَلْفَى,0
أنوى,أَنْوَى,0
أزجى,أَزْجَى,0
أرغى,أَرْغَى,0
أرخى,أَرْخَى,0
أوحى,أَوْحَى,0
أنعى,أَنْعَى,0
أعفى,أَعْفَى,0
أندى,أَنْدَى,0
أشرى,أَشْرَى,0
ألغى,أَلْغَى,0
تحرى,تَحَرَّى,0
تفشى,تَفَشَّى,0
تبدى,تَبَدَّى,0
تخطى,تَخَطَّى,0
تغذى,تَغَذَّى,0
تحدى,تَحَدَّى,0
تنصى,تَنَصَّى,0
ترجى,تَرَجَّى,0
ترضى,تَرَضَّى,0
تثنى,تَثَنَّى,0
تعدى,تَعَدَّى,0
تولى,تَوَلَّى,0
تشهى,تَشَهَّى,0
تسنى,تَسَنَّى,0
تقوى,تَقَوَّى,0
توفى,تَوَفَّى,0
تشظى,تَشَظَّى,0
تكنى,تَكَنَّى,0
تروى,تَرَوَّى,0
تنقى,تَنَقَّى,0
تشكى,تَشَكَّى,0
تمنى,تَمَنَّى,0
تجنى,تَجَنَّى,0
تعنى,تَعَنَّى,0
تملى,تَمَلَّى,0
تقلى,تَقَلَّى,0
تردى,تَرَدَّى,0
تمشى,تَمَشَّى,0
تغنى,تَغَنَّى,0
تهجى,تَهَجَّى,0
تخفى,تَخَفَّى,0
تنحى,تَنَحَّى,0
تندى,تَنَدَّى,0
ترقى,تَرَقَّى,0
تمضى,تَمَضَّى,0
تعصى,تَعَصَّى,0
تصدى,تَصَدَّى,0
تحلى,تَحَلَّى,0
تفلى,تَفَلَّى,0
تعرى,تَعَرَّى,0
تدنى,تَدَنَّى,0
تلوى,تَلَوَّى,0
تخلى,تَخَلَّى,0
تمطى,تَمَطَّى,0
تقضى,تَقَضَّى,0
تقفى,تَقَفَّى,0
تربى,تَرَبَّى,0
تعلى,تَعَلَّى,0
تلظى,تَلَظَّى,0
تلهى,تَلَهَّى,0
تجلى,تَجَلَّى,0
تحنى,تَحَنَّى,0
تزكى,تَزَكَّى,0
تشفى,تَشَفَّى,0
تقصى,تَقَصَّى,0
تكسى,تَكَسَّى,0
تغشى,تَغَشَّى,0
توشى,تَوَشَّى,0
توقى,تَوَقَّى,0
تدلى,تَدَلَّى,0
تغدى,تَغَدَّى,0
تنوى,تَنَوَّى,0
تفضى,تَفَضَّى,0
تسوى,تَسَوَّى,0
تسلى,تَسَلَّى,0
تسمى,تَسَمَّى,0
تبقى,تَبَقَّى,0
تعشى,تَعَشَّى,0
تغطى,تَغَطَّى,0
تبنى,تَبَنَّى,0
تحسى,تَحَسَّى,0
تلقى,تَلَقَّى,0
توخى,تَوَخَّى,0
تغابى,تَغَابَى,0
تواصى,تَوَاصَى,0
تقاضى,تَقَاضَى,0
تجافى,تَجَافَى,0
تبارى,تَبَارَى,0
تعادى,تَعَادَى,0
تراقى,تَرَاقَى,0
تنادى,تَنَادَى,0
تناصى,تَنَاصَى,0
تداعى,تَدَاعَى,0
تساقى,تَسَاقَى,0
تعازى,تَعَازَى,0
تساوى,تَسَاوَى,0
تلافى,تَلَافَى,0
تهاجى,تَهَاجَى,0
تلاقى,تَلَاقَى,0
تعامى,تَعَامَى,0
تباكى,تَبَاكَى,0
تقاوى,تَقَاوَى,0
تشاكى,تَشَاكَى,0
تغاوى,تَغَاوَى,0
تداوى,تَدَاوَى,0
تحاجى,تَحَاجَى,0
تحاشى,تَحَاشَى,0
تباهى,تَبَاهَى,0
تتالى,تَتَالَى,0
تفادى,تَفَادَى,0
تراضى,تَرَاضَى,0
تحامى,تَحَامَى,0
تعالى,تَعَالَى,0
توازى,تَوَازَى,0
تعاطى,تَعَاطَى,0
توالى,تَوَالَى,0
تناجى,تَنَاجَى,0
تناهى,تَنَاهَى,0
تمادى,تَمَادَى,0
توارى,تَوَارَى,0
تناعى,تَنَاعَى,0
تفانى,تَفَانَى,0
تنافى,تَنَافَى,0
تسامى,تَسَامَى,0
تغانى,تَغَانَى,0
توانى,تَوَانَى,0
تهادى,تَهَادَى,0
تصافى,تَصَافَى,0
تلاحى,تَلَاحَى,0
تماشى,تَمَاشَى,0
تلاشى,تَلَاشَى,0
تهاوى,تَهَاوَى,0
تغاضى,تَغَاضَى,0
تعافى,تَعَافَى,0
تصابى,تَصَابَى,0
ترامى,تَرَامَى,0
تنامى,تَنَامَى,0
تلاوى,تَلَاوَى,0
تمارى,تَمَارَى,0
تلاهى,تَلَاهَى,0
تراخى,تَرَاخَى,0
تناسى,تَنَاسَى,0
تحاذى,تَحَاذَى,0
تماسى,تَمَاسَى,0
تناغى,تَنَاغَى,0
التحى,اِلْتَحَى,0
اعتنى,اِعْتَنَى,0
استحلى,اِسْتَحْلَى,0
امحى,اِمَّحَى,0
التقى,اِلْتَقَى,0
انتفى,اِنْتَفَى,0
احتسى,اِحْتَسَى,0
استلقى,اِسْتَلْقَى,0
